x-axis,1,2
second,Volt,Volt
-50.00000E-03,+67.78592E-03,-37.35552E-03
-49.95000E-03,+69.54471E-03,-37.10427E-03
-49.90000E-03,+71.55476E-03,-25.29522E-03
-49.85000E-03,+71.80602E-03,-47.15452E-03
-49.80000E-03,+71.80602E-03,-21.27512E-03
-49.75000E-03,+71.80602E-03,-45.39572E-03
-49.70000E-03,+75.82612E-03,-25.29522E-03
-49.65000E-03,+77.83617E-03,-53.43592E-03
-49.60000E-03,+75.82612E-03,-21.02386E-03
-49.55000E-03,+75.57487E-03,-41.37562E-03
-49.50000E-03,+75.82612E-03,-25.29522E-03
-49.45000E-03,+75.82612E-03,-33.33542E-03
-49.40000E-03,+79.59497E-03,-37.35552E-03
-49.35000E-03,+77.58492E-03,-25.04396E-03
-49.30000E-03,+79.84622E-03,-41.12437E-03
-49.25000E-03,+81.60502E-03,-45.39572E-03
-49.20000E-03,+79.84622E-03,-29.31532E-03
-49.15000E-03,+79.84622E-03,-45.39572E-03
-49.10000E-03,+83.86632E-03,-29.31532E-03
-49.05000E-03,+81.60502E-03,-47.40577E-03
-49.00000E-03,+83.86632E-03,-17.25502E-03
-48.95000E-03,+83.86632E-03,-45.14447E-03
-48.90000E-03,+83.86632E-03,-13.23492E-03
-48.85000E-03,+89.64522E-03,-43.13442E-03
-48.80000E-03,+87.63517E-03,-33.33542E-03
-48.75000E-03,+85.62512E-03,-37.35552E-03
-48.70000E-03,+91.65527E-03,-41.12437E-03
-48.65000E-03,+89.64522E-03,-37.35552E-03
-48.60000E-03,+91.90652E-03,-37.10427E-03
-48.55000E-03,+91.90652E-03,-33.33542E-03
-48.50000E-03,+91.90652E-03,-49.41582E-03
-48.45000E-03,+91.90652E-03,-17.00376E-03
-48.40000E-03,+91.90652E-03,-45.39572E-03
-48.35000E-03,+93.66532E-03,-33.08416E-03
-48.30000E-03,+95.92662E-03,-33.33542E-03
-48.25000E-03,+97.68542E-03,-41.37562E-03
-48.20000E-03,+99.69547E-03,-21.27512E-03
-48.15000E-03,+99.94672E-03,-51.17462E-03
-48.10000E-03,+95.92662E-03,-21.27512E-03
-48.05000E-03,+99.94672E-03,-39.36557E-03
-48.00000E-03,+95.92662E-03,-33.33542E-03
-47.95000E-03,+99.94672E-03,-35.34547E-03
-47.90000E-03,+99.94672E-03,-45.14447E-03
-47.85000E-03,+101.95677E-03,-31.32537E-03
-47.80000E-03,+99.94672E-03,-41.12437E-03
-47.75000E-03,+103.71557E-03,-27.05401E-03
-47.70000E-03,+103.71557E-03,-33.08416E-03
