1, 3.6
2, 3.4
3, 2.2
4, 2.4
5, 1.8
6, 1.2
7, 1.0
8, 1.0
9, 1.2
10, 0.8
11, 0.4
12, 0.4
13, 0.6
14, 0
15, 0.4
16, 0.4
17, 0.2
18, 0.4
19, 0.2
20, 0
21, 0.2
22, 0.4
23, 0
24, 0.2
25, -0.2
26, 0
27, 0.4
28, -0.2
29, 0.2
30, 0
31, 0.2
32, -0.2
33, 0.2
34, 0
35, 0
36, 0.1
37, 0.1
38, 0.2
39, -0.2
40, 0
41, 0
