#A,T,f
1.0,6.00
1.5,8.60
2.0,9.60
2.5,10.60
3.0,10.60
3.5,13.00
4.0,11.60
4.5,12.00
5.0,11.80
6.0,11.30
7.0,9.80
8.0,6.84
9.0,7.44
10.0,5.52
