x-axis,1,2
second,Volt,Volt
-100.000E-03,+1.217156E+00,-479.585E-03
-99.900E-03,+1.259869E+00,-479.585E-03
-99.800E-03,+1.219668E+00,-479.585E-03
-99.700E-03,+1.237256E+00,-680.590E-03
-99.600E-03,+1.257357E+00,-1.070038E+00
-99.500E-03,+1.300070E+00,-869.033E-03
-99.400E-03,+1.300070E+00,-1.070038E+00
-99.300E-03,+1.277457E+00,-1.283606E+00
-99.200E-03,+1.300070E+00,-1.283606E+00
-99.100E-03,+1.317658E+00,-1.371545E+00
-99.000E-03,+1.340271E+00,-1.484611E+00
-98.900E-03,+1.360372E+00,-1.585113E+00
-98.800E-03,+1.418161E+00,-1.886621E+00
-98.700E-03,+1.380472E+00,-1.786118E+00
-98.600E-03,+1.420673E+00,-2.087626E+00
-98.500E-03,+1.400573E+00,-2.087626E+00
-98.400E-03,+1.420673E+00,-2.288631E+00
-98.300E-03,+1.440774E+00,-2.489636E+00
-98.200E-03,+1.420673E+00,-2.489636E+00
-98.100E-03,+1.478462E+00,-2.690641E+00
-98.000E-03,+1.460874E+00,-2.690641E+00
-97.900E-03,+1.501075E+00,-2.992148E+00
-97.800E-03,+1.501075E+00,-3.092651E+00
-97.700E-03,+1.501075E+00,-3.193153E+00
-97.600E-03,+1.538764E+00,-3.293656E+00
-97.500E-03,+1.541276E+00,-3.582601E+00
-97.400E-03,+1.541276E+00,-3.695666E+00
-97.300E-03,+1.581477E+00,-3.695666E+00
-97.200E-03,+1.619166E+00,-3.896671E+00
-97.100E-03,+1.558864E+00,-4.097676E+00
-97.000E-03,+1.621678E+00,-4.097676E+00
-96.900E-03,+1.621678E+00,-4.298681E+00
-96.800E-03,+1.621678E+00,-4.298681E+00
-96.700E-03,+1.621678E+00,-4.700691E+00
-96.600E-03,+1.661879E+00,-4.901696E+00
-96.500E-03,+1.681980E+00,-4.901696E+00
-96.400E-03,+1.661879E+00,-5.102701E+00
-96.300E-03,+1.702080E+00,-5.303706E+00
-96.200E-03,+1.702080E+00,-5.303706E+00
-96.100E-03,+1.742281E+00,-5.504711E+00
-96.000E-03,+1.742281E+00,-5.894158E+00
-95.900E-03,+1.719668E+00,-5.906721E+00
-95.800E-03,+1.742281E+00,-6.107726E+00
-95.700E-03,+1.702080E+00,-6.308731E+00
-95.600E-03,+1.702080E+00,-6.308731E+00
-95.500E-03,+1.679467E+00,-6.597676E+00
-95.400E-03,+1.621678E+00,-6.698178E+00
-95.300E-03,+1.639266E+00,-6.710741E+00
-95.200E-03,+1.661879E+00,-6.710741E+00
