x-axis,1,2
second,Volt,Volt
-1.100000E-03,+1.238190994E+00,-13.529836789E+00
-1.098900E-03,+1.238190994E+00,-13.529836789E+00
-1.097800E-03,+1.149748780E+00,-13.529836789E+00
-1.096700E-03,+1.149748780E+00,-13.492148346E+00
-1.095600E-03,+1.238190994E+00,-13.730841815E+00
-1.094500E-03,+1.177386972E+00,-13.529836789E+00
-1.093400E-03,+1.238190994E+00,-13.655464930E+00
-1.092300E-03,+1.265829185E+00,-13.529836789E+00
-1.091200E-03,+1.326633207E+00,-13.454459904E+00
-1.090100E-03,+1.249246270E+00,-13.693153373E+00
-1.089000E-03,+1.326633207E+00,-13.529836789E+00
-1.087900E-03,+1.326633207E+00,-13.529836789E+00
-1.086800E-03,+1.326633207E+00,-13.529836789E+00
-1.085700E-03,+1.415075421E+00,-13.492148346E+00
-1.084600E-03,+1.442713613E+00,-13.391645833E+00
-1.083500E-03,+1.415075421E+00,-13.529836789E+00
-1.082400E-03,+1.415075421E+00,-13.592650860E+00
-1.081300E-03,+1.398492506E+00,-13.554962417E+00
-1.080200E-03,+1.503517635E+00,-13.529836789E+00
-1.079100E-03,+1.503517635E+00,-13.529836789E+00
-1.078000E-03,+1.442713613E+00,-13.529836789E+00
-1.076900E-03,+1.426130698E+00,-13.529836789E+00
-1.075800E-03,+1.503517635E+00,-13.655464930E+00
-1.074700E-03,+1.503517635E+00,-13.554962417E+00
-1.073600E-03,+1.503517635E+00,-13.529836789E+00
-1.072500E-03,+1.591959849E+00,-13.529836789E+00
-1.071400E-03,+1.558794019E+00,-13.529836789E+00
-1.070300E-03,+1.514572912E+00,-13.529836789E+00
-1.069200E-03,+1.647236233E+00,-13.529836789E+00
-1.068100E-03,+1.514572912E+00,-13.529836789E+00
-1.067000E-03,+1.680402063E+00,-13.730841815E+00
-1.065900E-03,+1.680402063E+00,-13.554962417E+00
-1.064800E-03,+1.680402063E+00,-13.529836789E+00
-1.063700E-03,+1.619598041E+00,-13.529836789E+00
-1.062600E-03,+1.708040255E+00,-13.529836789E+00
-1.061500E-03,+1.752261362E+00,-13.529836789E+00
-1.060400E-03,+1.680402063E+00,-13.592650860E+00
-1.059300E-03,+1.752261362E+00,-13.529836789E+00
-1.058200E-03,+1.768844277E+00,-13.655464930E+00
-1.057100E-03,+1.768844277E+00,-13.554962417E+00
-1.056000E-03,+1.884924682E+00,-13.592650860E+00
-1.054900E-03,+1.779899553E+00,-13.730841815E+00
-1.053800E-03,+1.768844277E+00,-13.052449850E+00
-1.052700E-03,+1.857286490E+00,-12.926821709E+00
